174,1,NULL,NULL,NULL,NULL,NULL,NULL,"Тысяча квадратных метров учебно-лабораторных зданий",088,"10^3 м2 уч. лаб. здан","ТЫС М2 УЧ. ЛАБ ЗДАН",2,2
175,1,NULL,NULL,NULL,NULL,NULL,NULL,"Миллион квадратных метров в двухмиллиметровом исчислении",089,"10^6 м2 2 мм исч","МЛН М2 2ММ ИСЧ",2,2
176,1,NULL,NULL,NULL,NULL,NULL,NULL,"Тысяча кубических метров",114,"10^3 м3","ТЫС М3",3,2
177,1,NULL,NULL,NULL,NULL,NULL,NULL,"Миллиард кубических метров",115,"10^9 м3","МЛРД М3",3,2
178,1,NULL,NULL,NULL,NULL,NULL,NULL,Декалитр,116,дкл,ДКЛ,3,2
179,1,NULL,NULL,NULL,NULL,NULL,NULL,"Тысяча декалитров",119,"10^3 дкл","ТЫС ДКЛ",3,2
180,1,NULL,NULL,NULL,NULL,NULL,NULL,"Миллион декалитров",120,"10^6 дкл","МЛН ДКЛ",3,2
181,1,NULL,NULL,NULL,NULL,NULL,NULL,"Плотный кубический метр",121,"плотн. м3","ПЛОТН М3",3,2
182,1,NULL,NULL,NULL,NULL,NULL,NULL,"Условный кубический метр",123,"усл. м3","УСЛ М3",3,2
183,1,NULL,NULL,NULL,NULL,NULL,NULL,"Тысяча условных кубических метров",124,"10^3 усл. м3","ТЫС УСЛ М3",3,2
184,1,NULL,NULL,NULL,NULL,NULL,NULL,"Миллион кубических метров переработки газа",125,"10^6 м3 перераб. газа","МЛН М3 ПЕРЕРАБ ГАЗА",3,2
185,1,NULL,NULL,NULL,NULL,NULL,NULL,"Тысяча плотных кубических метров",127,"10^3 плотн. м3","ТЫС ПЛОТН М3",3,2
186,1,NULL,NULL,NULL,NULL,NULL,NULL,"Тысяча полулитров",128,"10^3 пол. л","ТЫС ПОЛ Л",3,2
187,1,NULL,NULL,NULL,NULL,NULL,NULL,"Миллион полулитров",129,"10^6 пол. л","МЛН ПОЛ Л",3,2
188,1,NULL,NULL,NULL,NULL,NULL,NULL,"Тысяча литров; 1000 литров",130,"10^3 л; 1000 л","ТЫС Л",3,2
189,1,NULL,NULL,NULL,NULL,NULL,NULL,"Тысяча каратов метрических",165,"10^3 кар","ТЫС КАР",4,2
190,1,NULL,NULL,NULL,NULL,NULL,NULL,"Миллион каратов метрических",167,"10^6 кар","МЛН КАР",4,2
191,1,NULL,NULL,NULL,NULL,NULL,NULL,"Тысяча тонн",169,"10^3 т","ТЫС Т",4,2
192,1,NULL,NULL,NULL,NULL,NULL,NULL,"Миллион тонн",171,"10^6 т","МЛН Т",4,2
193,1,NULL,NULL,NULL,NULL,NULL,NULL,"Тонна условного топлива",172,"т усл. топл","Т УСЛ ТОПЛ",4,2
194,1,NULL,NULL,NULL,NULL,NULL,NULL,"Тысяча тонн условного топлива",175,"10^3 т усл. топл","ТЫС Т УСЛ ТОПЛ",4,2
195,1,NULL,NULL,NULL,NULL,NULL,NULL,"Миллион тонн условного топлива",176,"10^6 т усл. топл","МЛН Т УСЛ ТОПЛ",4,2
196,1,NULL,NULL,NULL,NULL,NULL,NULL,"Тысяча тонн единовременного хранения",177,"10^3 т единовр. хран","ТЫС Т ЕДИНОВР ХРАН",4,2
197,1,NULL,NULL,NULL,NULL,NULL,NULL,"Тысяча тонн переработки",178,"10^3 т перераб","ТЫС Т ПЕРЕРАБ",4,2
198,1,NULL,NULL,NULL,NULL,NULL,NULL,"Условная тонна",179,"усл. т","УСЛ Т",4,2
199,1,NULL,NULL,NULL,NULL,NULL,NULL,"Тысяча центнеров",207,"10^3 ц","ТЫС Ц",4,2
200,1,NULL,NULL,NULL,NULL,NULL,NULL,Вольт-ампер,226,В.А,В.А,5,2
201,1,NULL,NULL,NULL,NULL,NULL,NULL,"Метр в час",231,м/ч,М/Ч,5,2
202,1,NULL,NULL,NULL,NULL,NULL,NULL,Килокалория,232,ккал,ККАЛ,5,2
203,1,NULL,NULL,NULL,NULL,NULL,NULL,Гигакалория,233,Гкал,ГИГАКАЛ,5,2
204,1,NULL,NULL,NULL,NULL,NULL,NULL,"Тысяча гигакалорий",234,"10^3 Гкал","ТЫС ГИГАКАЛ",5,2
205,1,NULL,NULL,NULL,NULL,NULL,NULL,"Миллион гигакалорий",235,"10^6 Гкал","МЛН ГИГАКАЛ",5,2
206,1,NULL,NULL,NULL,NULL,NULL,NULL,"Калория в час",236,кал/ч,КАЛ/Ч,5,2
207,1,NULL,NULL,NULL,NULL,NULL,NULL,"Килокалория в час",237,ккал/ч,ККАЛ/Ч,5,2
208,1,NULL,NULL,NULL,NULL,NULL,NULL,"Гигакалория в час",238,Гкал/ч,ГИГАКАЛ/Ч,5,2
209,1,NULL,NULL,NULL,NULL,NULL,NULL,"Тысяча гигакалорий в час",239,"10^3 Гкал/ч","ТЫС ГИГАКАЛ/Ч",5,2
210,1,NULL,NULL,NULL,NULL,NULL,NULL,"Миллион ампер-часов",241,"10^6 А.ч","МЛН А.Ч",5,2
211,1,NULL,NULL,NULL,NULL,NULL,NULL,"Миллион киловольт-ампер",242,"10^6 кВ.А","МЛН КВ.А",5,2
212,1,NULL,NULL,NULL,NULL,NULL,NULL,"Киловольт-ампер реактивный",248,"кВ.А Р","КВ.А Р",5,2
